SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR_1,COURSE_DESCRIPTION
49702,LASN,PHED-102A,1,1,1,Weight Training,C,,Y,9:00,9:50,MW,19,,"McGill, Sarah, Ann Hayes",PED210,19,"Improvement of body shape, muscle endurance, and muscle | strength; understanding of weight training and nutrition | principles that can be utilized for future weight training | development."
49704,LASN,PHED-102A,1,1,1,Weight Training,C,,Y,10:00,10:50,MW,19,,"Nichols, Juwon",PED210,19,"Improvement of body shape, muscle endurance, and muscle | strength; understanding of weight training and nutrition | principles that can be utilized for future weight training | development."
49721,LASN,PHED-104A,1,1,1,Self-Defense,C,,Y,12:00,12:50,TH,11,,"Collins, Carl, R.",PED201,11,Basic instruction of self-defense for beginners; strategies for | standing and ground fighting situations with and without weapons.
49723,LASN,PHED-104A,1,1,1,Self-Defense,C,,Y,9:00,9:50,TH,16,,"Chivichyan, Arthur",PED201,16,Basic instruction of self-defense for beginners; strategies for | standing and ground fighting situations with and without weapons.
49722,LASN,PHED-104A,1,1,1,Self-Defense,C,,Y,11:00,11:50,MW,5,,"Collins, Carl, R.",PED201,5,Basic instruction of self-defense for beginners; strategies for | standing and ground fighting situations with and without weapons.
49720,LASN,PHED-104A,1,1,1,Self-Defense,C,,Y,12:00,12:50,MW,14,,"Collins, Carl, R.",PED201,14,Basic instruction of self-defense for beginners; strategies for | standing and ground fighting situations with and without weapons.
49717,LASN,PHED-104A,1,1,1,Self-Defense,C,,Y,8:00,8:50,TH,15,,"Chivichyan, Arthur",PED201,15,Basic instruction of self-defense for beginners; strategies for | standing and ground fighting situations with and without weapons.
49719,LASN,PHED-104A,1,1,1,Self-Defense,C,,Y,11:00,11:50,TH,14,,"Collins, Carl, R.",PED201,14,Basic instruction of self-defense for beginners; strategies for | standing and ground fighting situations with and without weapons.
49716,LASN,PHED-104A,1,1,1,Self-Defense,C,,Y,9:00,9:50,MW,14,,"Collins, Carl, R.",PED201,14,Basic instruction of self-defense for beginners; strategies for | standing and ground fighting situations with and without weapons.
49718,LASN,PHED-104A,1,1,1,Self-Defense,C,,Y,10:00,10:50,MW,15,,"Collins, Carl, R.",PED201,15,Basic instruction of self-defense for beginners; strategies for | standing and ground fighting situations with and without weapons.
49921,LASN,PHED-104A,1,1,1,Self-Defense,C,,Y,12:00,13:50,F,17,,"Toney, George",PED201,17,Basic instruction of self-defense for beginners; strategies for | standing and ground fighting situations with and without weapons.
49881,LASN,PHED-140A,1,1,1,Tennis,C,,Y,15:00,16:50,M,19,,"Burton, Timothy, Lee",PED210,19,"Fundamental instruction of basic strokes for beginners and | intermediate players; rules, scoring, court etiquette, strategies; | singles and doubles; practice and match play."
49734,LASN,PHED-106A,1,1,1,Physical Conditioning,C,,Y,9:00,9:50,TH,11,,"Robinson, Kevin",PED210,11,"a: Improvement in cardiorespiratory endurance, body composition, | muscle endurance and flexibility; running, circuit training, | resistance exercises; fitness principles and nutrition to develop | individualized program."
49732,LASN,PHED-106A,1,1,1,Physical Conditioning,C,,Y,12:00,12:50,MW,16,,"Nichols, Juwon",PED210,16,"a: Improvement in cardiorespiratory endurance, body composition, | muscle endurance and flexibility; running, circuit training, | resistance exercises; fitness principles and nutrition to develop | individualized program."
49729,LASN,PHED-106A,1,1,1,Physical Conditioning,C,,Y,8:00,8:50,TH,16,,"Robinson, Kevin",PED210,16,"a: Improvement in cardiorespiratory endurance, body composition, | muscle endurance and flexibility; running, circuit training, | resistance exercises; fitness principles and nutrition to develop | individualized program."
49728,LASN,PHED-106A,1,1,1,Physical Conditioning,C,,Y,9:00,9:50,MW,15,,"Robinson, Kevin",PED210,15,"a: Improvement in cardiorespiratory endurance, body composition, | muscle endurance and flexibility; running, circuit training, | resistance exercises; fitness principles and nutrition to develop | individualized program."
49731,LASN,PHED-106A,1,1,1,Physical Conditioning,C,,N,9:00,9:50,TH,0,,,PED210,0,"a: Improvement in cardiorespiratory endurance, body composition, | muscle endurance and flexibility; running, circuit training, | resistance exercises; fitness principles and nutrition to develop | individualized program."
49744,LASN,PHED-110A,1,1,1,Swimming,C,,Y,13:00,13:50,MW,19,,"Cascino, Natalia",PED210,19,a: Instruction and practice of basic strokes for beginners and | intermediate swimmers; elementary springboard diving; water safety | techniques; endurance training as a fitness program.
49737,LASN,PHED-110A,1,1,1,Swimming,C,,Y,8:00,8:50,TH,15,,"Culbertson, Ian",PED210,15,a: Instruction and practice of basic strokes for beginners and | intermediate swimmers; elementary springboard diving; water safety | techniques; endurance training as a fitness program.
49739,LASN,PHED-110A,1,1,1,Swimming,C,,Y,9:00,9:50,TH,19,,"Culbertson, Ian",PED210,19,a: Instruction and practice of basic strokes for beginners and | intermediate swimmers; elementary springboard diving; water safety | techniques; endurance training as a fitness program.
49742,LASN,PHED-110A,1,1,1,Swimming,C,,Y,11:00,11:50,MW,18,,"Culbertson, Ian",PED210,18,a: Instruction and practice of basic strokes for beginners and | intermediate swimmers; elementary springboard diving; water safety | techniques; endurance training as a fitness program.
49746,LASN,PHED-110A,1,1,1,Swimming,C,,Y,14:00,14:50,MW,19,,"Cascino, Natalia",PED210,19,a: Instruction and practice of basic strokes for beginners and | intermediate swimmers; elementary springboard diving; water safety | techniques; endurance training as a fitness program.
49740,LASN,PHED-110A,1,1,1,Swimming,C,,Y,10:00,10:50,MW,16,,"Culbertson, Ian",PED210,16,a: Instruction and practice of basic strokes for beginners and | intermediate swimmers; elementary springboard diving; water safety | techniques; endurance training as a fitness program.
49950,LASN,PHED-115,1,1,1,Surfing,C,,Y,8:00,9:50,F,18,,"Culbertson, Ian",PED210,18,Fundamental instruction of surfing skills; water safety and wave etiquette; wave recognition and forecast interpretation; surf culture; board selection; surf related strengthening and conditioning.
49951,LASN,PHED-115,1,1,1,Surfing,C,,Y,10:00,11:50,F,19,,"Culbertson, Ian",PED210,19,Fundamental instruction of surfing skills; water safety and wave etiquette; wave recognition and forecast interpretation; surf culture; board selection; surf related strengthening and conditioning.
49777,LASN,PHED-124,1,1,1,Walking for Fitness,C,,Y,10:00,10:50,TH,16,,"De Castro, Jino, Andrew",PED210,16,Develop a strong fitness foundation through walking; fitness assessment and individualized programs; gait biomechanics and power walking; injury prevention; strategies for special populations.
49776,LASN,PHED-124,1,1,1,Walking for Fitness,C,,Y,10:00,10:50,MW,18,,"Robinson, Kevin",PED210,18,Develop a strong fitness foundation through walking; fitness assessment and individualized programs; gait biomechanics and power walking; injury prevention; strategies for special populations.
49781,LASN,PHED-129A,1,1,1,Cardio Group Fitness,C,,Y,10:00,10:50,TH,9,,"Briano, Marcos",PED210,9,"Group fitness instruction incorporating a variety of training methods such as cycling, HITT (high intensity interval training), step, circuits; nutritional guidelines."
49780,LASN,PHED-129A,1,1,1,Cardio Group Fitness,C,,Y,11:00,11:50,TH,15,,"Sprague, Julia, Allene",PED210,15,"Group fitness instruction incorporating a variety of training methods such as cycling, HITT (high intensity interval training), step, circuits; nutritional guidelines."
49988,LASN,PHED-138,1,1,1,Beach Volleyball,C,,Y,10:00,11:50,F,19,,"Sprague, Julia, Allene",PED210,19,Fundamental instruction of skills and tactics specific to sand volleyball and related physical conditioning; rules and strategies; history and culture.
49989,LASN,PHED-138,1,1,1,Beach Volleyball,C,,Y,12:00,13:50,F,18,,"Sprague, Julia, Allene",PED210,18,Fundamental instruction of skills and tactics specific to sand volleyball and related physical conditioning; rules and strategies; history and culture.
49991,LASN,PHED-139B,1,1,1,Volleyball,C,,Y,13:00,14:50,M,18,,"McGill, Sarah, Ann Hayes",PED210,18,b: Advanced techniques; focus on offenses and defenses used in | game situations.
49802,LASN,PHED-140A,1,1,1,Tennis,C,,Y,10:00,10:50,MW,19,,"Maya, Joshua, S",PED210,19,"Fundamental instruction of basic strokes for beginners and | intermediate players; rules, scoring, court etiquette, strategies; | singles and doubles; practice and match play."
49806,LASN,PHED-140A,1,1,1,Tennis,C,,Y,15:00,15:50,TH,19,,"Gutierrez,Frank",PED210,19,"Fundamental instruction of basic strokes for beginners and | intermediate players; rules, scoring, court etiquette, strategies; | singles and doubles; practice and match play."
49805,LASN,PHED-140A,1,1,1,Tennis,C,,Y,14:00,14:50,TH,19,,"Gutierrez,Frank",PED210,19,"Fundamental instruction of basic strokes for beginners and | intermediate players; rules, scoring, court etiquette, strategies; | singles and doubles; practice and match play."
49801,LASN,PHED-140A,1,1,1,Tennis,C,,Y,16:00,16:50,TH,19,,"Gutierrez,Frank",PED210,19,"Fundamental instruction of basic strokes for beginners and | intermediate players; rules, scoring, court etiquette, strategies; | singles and doubles; practice and match play."
49804,LASN,PHED-140A,1,1,1,Tennis,C,,Y,11:00,11:50,MW,19,,"Maya, Joshua, S",PED210,19,"Fundamental instruction of basic strokes for beginners and | intermediate players; rules, scoring, court etiquette, strategies; | singles and doubles; practice and match play."
49883,LASN,PHED-140A,1,1,1,Tennis,C,,Y,17:00,18:50,T,18,,"Gutierrez,Frank",PED210,18,"Fundamental instruction of basic strokes for beginners and | intermediate players; rules, scoring, court etiquette, strategies; | singles and doubles; practice and match play."
49884,LASN,PHED-140A,1,1,1,Tennis,C,,Y,12:00,13:50,F,17,,"Burton, Timothy, Lee",PED210,17,"Fundamental instruction of basic strokes for beginners and | intermediate players; rules, scoring, court etiquette, strategies; | singles and doubles; practice and match play."
49882,LASN,PHED-140A,1,1,1,Tennis,C,,Y,15:00,16:50,W,18,,"Gutierrez,Frank",PED210,18,"Fundamental instruction of basic strokes for beginners and | intermediate players; rules, scoring, court etiquette, strategies; | singles and doubles; practice and match play."
49803,LASN,PHED-140A,1,1,1,Tennis,C,,Y,14:00,15:50,F,19,,"Gutierrez,Frank",PED210,19,"Fundamental instruction of basic strokes for beginners and | intermediate players; rules, scoring, court etiquette, strategies; | singles and doubles; practice and match play."
49800,LASN,PHED-140A,1,1,1,Tennis,C,,Y,9:00,9:50,MW,19,,"Maya, Joshua, S",PED210,19,"Fundamental instruction of basic strokes for beginners and | intermediate players; rules, scoring, court etiquette, strategies; | singles and doubles; practice and match play."
49861,LASN,PHED-156A,1,1,1,Basketball,C,,Y,13:00,13:50,TH,19,,"Mitchem, EJ",PED210,19,"a: Basic skill development in dribbling, passing, shooting, | rebounding and defense; rules, history, and etiquette; drills and | full court games."
49859,LASN,PHED-156A,1,1,1,Basketball,C,,Y,11:00,11:50,TH,19,,"Chivichyan, Arthur",PED210,19,"a: Basic skill development in dribbling, passing, shooting, | rebounding and defense; rules, history, and etiquette; drills and | full court games."
49958,LASN,PHED-156A,1,1,1,Basketball,C,,Y,10:00,11:50,F,19,,"Mitchem, EJ",PED210,19,"a: Basic skill development in dribbling, passing, shooting, | rebounding and defense; rules, history, and etiquette; drills and | full court games."
49961,LASN,PHED-156B,1,1,1,Basketball,C,,N,11:00,11:50,MW,0,,,,0,b: Development of advanced skills; team strategy; offenses and | zone defenses; drills and full court games.
49868,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,13:00,13:50,MW,25,,"Culbertson, Ian",THH213,25,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49865,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,11:00,11:50,TH,25,,"Guinter, Jennifer",DMC201,25,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49867,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,12:00,12:50,TH,25,,"Eggert, Stephanie, S",DMC155,25,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49866,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,12:00,12:50,MW,25,,"Eggert, Stephanie, S",DMC261,25,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49864,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,11:00,11:50,MW,24,,"Hsu, Steve, Fuhsin",DMC158,24,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49869,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,13:00,13:50,TH,25,,"Eggert, Stephanie, S",DMC258,25,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49863,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,10:00,10:50,MW,15,,"Hsu, Steve, Fuhsin",DMC155,15,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49975,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,15:00,16:50,T,24,,"Floyd, Gudrun, Bara",DMC260,24,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49977,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,N,15:00,16:50,H,0,,,,0,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49973,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,",",Y,17:30,19:20,T,25,,"Briano, Marcos",DMC206,25,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49871,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,17:30,19:20,H,24,,"Briano, Marcos",DMC206,24,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49972,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,17:30,19:20,M,24,,"Briano, Marcos",DMC161,24,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49870,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,14:00,14:50,MW,23,,"Pilliere Mazumdar, Isabelle",THH106,23,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49974,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,15:00,16:50,M,24,,"Pilliere Mazumdar, Isabelle",THH215,24,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49976,LASN,PHED-160,1,2,2,Stress Management for Healthy Living,C,,Y,10:00,11:50,F,15,,"Shaub, Kiel, S.",THH110,15,"Instruction on the effects of stress as it relates to work, sport | and academics; coping strategies are discussed and applied through | physical conditioning interventions."
49815,LASN,PHED-161,802,1,1,First Aid,C,,Y,9:30,10:50,TH,13,,"McGill, Sarah, Ann Hayes",PED210,13,"First aid safety education and infant, child, and adult CPR; demonstrated proficiency and successful completion of exam prepares students for Red Cross certification."
49814,LASN,PHED-161,859,1,1,First Aid,C,,Y,9:30,10:50,TH,16,,"McGill, Sarah, Ann Hayes",PED210,16,"First aid safety education and infant, child, and adult CPR; demonstrated proficiency and successful completion of exam prepares students for Red Cross certification."
50083,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,1,,"Rotrock, Whitney | Swain, Alison",JMC103,1,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50087,LASN,PHED-165,1,1,1,Varsity Athletics,C,,N,18:30,19:20,W,0,,"Mears, Cole | Auld, Lisa",OFFICE,0,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50076,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,24,,"Munger-Rivera, Angela | Watts, Quincy",JMC103,24,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50088,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,5,,"Rotrock, Whitney | Munday, Lindsey",JMC103,5,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50086,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,20:00,20:50,H,0,,"Montenegro, Lionel",JMC103,0,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50082,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,6,,"Paraschos, Chelsea, E. H. | Alukonis, Jane",JMC103,6,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50081,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,5,,"Shriber, Sarah, Spencer | Silverstein, Justin",JMC103,5,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50085,LASN,PHED-165,1,1,1,Varsity Athletics,C,,N,TBA,TBA,,0,,,OFFICE,0,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50073,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,4,,"Rotrock, Whitney | Hankins, Mark, L.",JMC103,4,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50077,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,10,,"House, Ty | Nygaard, Jeff",JMC103,10,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50075,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,2,,"Rotrock, Whitney | Masi, Brett",JMC103,2,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50071,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,11,,"Bell, Heather | Riley, Lincoln",JMC103,11,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50079,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,2,,"McElreath, Sam | Gottlieb, Lindsay",JMC103,2,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50070,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,15,,"Mears, Cole | Stankiewicz, Andrew",JMC103,15,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50072,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,8,,"Bell, Heather | Enfield, Andy",JMC103,8,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50078,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,3,,"Shriber, Sarah, Spencer | Pintaric, Marko",JMC103,3,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50090,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,7,,"Shriber, Sarah, Spencer | Moon, Casey",OFFICE,7,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50091,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,12:00,12:50,W,0,,,STUB6,0,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50084,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,5,,"Coles, Richard | Keller, Brad",JMC103,5,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50089,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,6,,"Thornton, Nicholas | Blanton, Dain",JMC103,6,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50074,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,8,,"Loiselle, Angelyne | Maurer, Lea",JMC103,8,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50080,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,TBA,TBA,,15,,"Mears, Cole | Adam, Joshua",JMC103,15,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50092,LASN,PHED-165,1,1,1,Varsity Athletics,C,,Y,18:00,18:50,W,5,,"Bell, Heather | Auld, Lisa",JMC103,5,Participation in the University's intercollegiate programs as | sanctioned and governed by the PAC-10 conference and/or the NCAA. | Graded CR/NC.
50330,LASN,PHYS-125,1,4,4,Physics for Architects,C,A,Y,9:30,10:50,TH,97,,"Chabok, Hamid, Reza",SLH200,97,"Fundamental laws and principles of physics with emphasis on theapplication of physical principles to the problems ofarchitecture. Lecture, 4 hours; laboratory, 3 hours."
50335,LASN,PHYS-125,1,0,0,Physics for Architects,L,,Y,14:00,15:50,F,22,,"Esirgen, Gokhan",KAPB5,22,"Fundamental laws and principles of physics with emphasis on theapplication of physical principles to the problems ofarchitecture. Lecture, 4 hours; laboratory, 3 hours."
63544,LASO,CORE-112,1,4,4,Writing Seminar II: Thematic Option Honors Program,C,,Y,14:00,15:20,MW,14,,"Breckenridge, Zak",AHF410G,14,Students may not take this course on a P/NP basis.
50336,LASN,PHYS-125,1,0,0,Physics for Architects,L,,Y,16:00,17:50,F,11,,"Esirgen, Gokhan",KAPB5,11,"Fundamental laws and principles of physics with emphasis on theapplication of physical principles to the problems ofarchitecture. Lecture, 4 hours; laboratory, 3 hours."
50332,LASN,PHYS-125,1,0,0,Physics for Architects,L,,Y,8:00,9:50,F,22,,"Esirgen, Gokhan",KAPB5,22,"Fundamental laws and principles of physics with emphasis on theapplication of physical principles to the problems ofarchitecture. Lecture, 4 hours; laboratory, 3 hours."
50334,LASN,PHYS-125,1,0,0,Physics for Architects,L,,Y,12:00,13:50,F,22,,"Esirgen, Gokhan",KAPB5,22,"Fundamental laws and principles of physics with emphasis on theapplication of physical principles to the problems ofarchitecture. Lecture, 4 hours; laboratory, 3 hours."
50337,LASN,PHYS-125,1,0,0,Physics for Architects,L,,N,18:00,19:50,F,0,,"Esirgen, Gokhan",KAPB5,0,"Fundamental laws and principles of physics with emphasis on theapplication of physical principles to the problems ofarchitecture. Lecture, 4 hours; laboratory, 3 hours."
50333,LASN,PHYS-125,1,0,0,Physics for Architects,L,,Y,10:00,11:50,F,20,,"Esirgen, Gokhan",KAPB5,20,"Fundamental laws and principles of physics with emphasis on theapplication of physical principles to the problems ofarchitecture. Lecture, 4 hours; laboratory, 3 hours."
50340,LASN,PHYS-135A,1,4,4,Physics for the Life Sciences,C,A,Y,8:30,9:50,MW,62,,"Wirthwein, Aaron, James",SLH100,62,"Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs."
50342,LASN,PHYS-135A,1,4,4,Physics for the Life Sciences,C,,Y,11:00,12:20,TH,90,,"Chabok, Hamid, Reza",SLH102,90,"Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs."
50352,LASN,PHYS-135A,1,0,0,Physics for the Life Sciences,L,,Y,11:00,13:50,H,22,,"Esirgen, Gokhan",KAPB5,22,"Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs."
50346,LASN,PHYS-135A,1,0,0,Physics for the Life Sciences,L,,Y,8:00,10:50,T,16,,"Esirgen, Gokhan",KAPB5,16,"Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs."
50351,LASN,PHYS-135A,1,0,0,Physics for the Life Sciences,L,,Y,8:00,10:50,H,24,,"Esirgen, Gokhan",KAPB5,24,"Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs."
50348,LASN,PHYS-135A,1,0,0,Physics for the Life Sciences,L,,Y,14:00,16:50,T,21,,"Esirgen, Gokhan",KAPB5,21,"Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs."
50353,LASN,PHYS-135A,1,0,0,Physics for the Life Sciences,L,,Y,14:00,16:50,H,23,,"Esirgen, Gokhan",KAPB5,23,"Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs."
50349,LASN,PHYS-135A,1,0,0,Physics for the Life Sciences,L,,Y,14:00,16:50,W,24,,"Esirgen, Gokhan",KAPB5,24,"Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs."
50347,LASN,PHYS-135A,1,0,0,Physics for the Life Sciences,L,,Y,11:00,13:50,T,0,,"Esirgen, Gokhan",KAPB5,0,"Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs."
50350,LASN,PHYS-135A,1,0,0,Physics for the Life Sciences,L,,Y,17:00,19:50,W,22,,"Esirgen, Gokhan",KAPB5,22,"Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs."
50341,LASN,PHYS-135A,1,0,0,Physics for the Life Sciences,Q,A,Y,17:00,18:20,T,152,,,THH101,152,"Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs."
50360,LASN,PHYS-135B,1,4,4,Physics for the Life Sciences,C,,Y,9:30,10:50,TH,71,,"Pilch, Krzysztof",SLH102,71,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50362,LASN,PHYS-135B,1,4,4,Physics for the Life Sciences,C,,Y,8:30,9:50,MW,136,,"Chabok, Hamid, Reza",SLH200,136,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50377,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,L,,Y,17:00,19:50,H,21,,"Esirgen, Gokhan",KAPB11,21,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
